Qeysar,Faryab,Afghanistan,151
Qonduz,Kondoz,Afghanistan,152
Rashid Qal‘eh,Kandahar,Afghanistan,153
Rechah Lam,Konar,Afghanistan,154
Rokheh,Parvan,Afghanistan,155
Rostag,Takhar,Afghanistan,156
Rudbar,Nimruz,Afghanistan,157
Sakhar,Oruzgan,Afghanistan,158
Salam Khan,Kandahar,Afghanistan,159
Sangar Saray,Nangarhar,Afghanistan,160
Sang-e Masheh,Ghazni,Afghanistan,161
Sayghan,Bamian,Afghanistan,162
Shahi Kowt,Nangarhar,Afghanistan,163
Shah-i-Mashhad,Badghis,Afghanistan,164
Shah Juy,Zabol,Afghanistan,165
Shahrak,Ghowr,Afghanistan,166
Shahr-e Monjan,Badakhshan,Afghanistan,167
Shahr-e Safa,Zabol,Afghanistan,168
Shahrestan,Bamian,Afghanistan,169
Sheberghan,Jowzjan,Afghanistan,170
Shekhabad,Vardak,Afghanistan,171
Shesh Gav,Vardak,Afghanistan,172
Shindand,Herat,Afghanistan,173
Shinkay,Zabol,Afghanistan,174
Shin Naray,Kandahar,Afghanistan,175
Sorubi,Kabol,Afghanistan,176
Spin Buldak,Kandahar,Afghanistan,177
Tagow Bay,Sar-e Pol,Afghanistan,178
Tahaneh-ye Ney Basteh,Farah,Afghanistan,179
Taloqan,Takhar,Afghanistan,180
Tarin Kowt,Oruzgan,Afghanistan,181
Tashkurghan > Kholm,Balkh,Afghanistan,182
Teylan,Faryab,Afghanistan,183
Teyvareh,Ghowr,Afghanistan,184
Tir Pol,Herat,Afghanistan,185
Tojg,Farah,Afghanistan,186
Tokzar,Sar-e Pol,Afghanistan,187
Towr Kham,Nangarhar,Afghanistan,188
Towrzi,Oruzgan,Afghanistan,189
Towrzi,Kandahar,Afghanistan,190
Tsowkêy,Konar,Afghanistan,191
Tulak,Ghowr,Afghanistan,192
Ujum,Badakhshan,Afghanistan,193
Ust,Badakhshan,Afghanistan,194
Wanow,Oruzgan,Afghanistan,195
Wazay,Paktia,Afghanistan,196
Yakchal,Helmand,Afghanistan,197
Yakhchal,Helmand,Afghanistan,198
Zaranj,Nimruz,Afghanistan,199
Zarghun Shahr,Paktika,Afghanistan,200
Zaydabad,Lowgar,Afghanistan,201
Zendeh Jan,Herat,Afghanistan,202
Ziarat-e Shah Maqsud,Kandahar,Afghanistan,203
Zibak,Badakhshan,Afghanistan,204
Ballsh,Mallakastër,Albania,205
Berat,Berat,Albania,206
Bilisht,Devoll,Albania,207
Burrel,Mat,Albania,208
Cërrik,Elbasan,Albania,209
Çorovodë,Skrapar,Albania,210
Delvinë,Delvinë,Albania,211
Durazzo > Durrës,Durrës,Albania,212
Durrës,Durrës,Albania,213
Elbasan,Elbasan,Albania,214
Ersekë,Kolonje,Albania,215
Fier,Fier,Albania,216
Gjirokastër,Gjirokaster,Albania,217
Gramsh,Gramsh,Albania,218
Himarë,Vlore,Albania,219
Kavajë,Kavajë,Albania,220
Konispol,Sarande,Albania,221
Koplik,Malësi e Madhe,Albania,222
Korçë,Korçë,Albania,223
Koritsa > Korçë,Korçë,Albania,224
Krujë,Krujë,Albania,225
Krumë,Has,Albania,226
Kuçovë (Stalin),Kuçovë,Albania,227
Kukës,Kukës,Albania,228
Laç,Kurbin,Albania,229
Lezhë,Lezhë,Albania,230
Librazhd,Librazhd,Albania,231
Lushnjë,Lushnje,Albania,232
Peqin,Peqin,Albania,233
Përmet,Permet,Albania,234
Peshkopi,Dibër,Albania,235
Pogradec,Pogradec,Albania,236
Prenjas,Librazhd,Albania,237
Pukë,Pukë,Albania,238
Rrëshen,Mirdite,Albania,239
Rrogozhinë,Kavajë,Albania,240
Sarandë,Sarande,Albania,241
Scutari > Shkodër,Shkodër,Albania,242
Selenicë,Vlore,Albania,243
Shkodër,Shkodër,Albania,244
Stalin > Kuçovë,Kuçovë,Albania,245
Tepelenë,Tepelene,Albania,246
Tirana > Tiranë,Tiranë,Albania,247
Tiranë,Tiranë,Albania,248
Tropojë,Tropoje,Albania,249
Ulzë,Mat,Albania,250
Valona > Vlorë,Vlore,Albania,251
Vlonë > Vlorë,Vlore,Albania,252
Vlorë,Vlore,Albania,253
Zerqan,Bulqizë,Albania,254
Abadla,Béchar,Algeria,255
Abalessa,Tamanrasset,Algeria,256
Acheb,Illizi,Algeria,257
Adrar,Adrar,Algeria,258
Afar,Illizi,Algeria,259
Aflou,Laghouat,Algeria,260
'Aïn Arnat,Sétif,Algeria,261
'Aïn Azel,Sétif,Algeria,262
Aïn Beïda,Oum el-Bouaghi,Algeria,263
'Aïn Benian,Alger,Algeria,264
'Aïn Berda,Annaba,Algeria,265
'Aïn Bessem,Médéa,Algeria,266
'Aïn Defla,Aïn-Defla,Algeria,267
'Aïn Deheb,Tiaret,Algeria,268
Aïn el Beïda,Oum el-Bouaghi,Algeria,269
'Aïn el Hadjel,M'Sila,Algeria,270
'Aïn el Kebira,Sétif,Algeria,271
Aïn Milia,Oum el-Bouaghi,Algeria,272
Aïn Oulmène,Sétif,Algeria,273
Aïn Oussera,Djelfa,Algeria,274
Aïn Sefra,Naâma,Algeria,275
'Aïn Taghrout,Bordj Bou Arréridj,Algeria,276
Aïn Tedelès,Mostaganem,Algeria,277
Aïn Témouchent,Aïn Témouchent,Algeria,278
Aïn Touta,Batna,Algeria,279
Aïn Wessara,Djelfa,Algeria,280
Aïn Yagout,Batna,Algeria,281
Akabli,Adrar,Algeria,282
Akbou,Béjaïa,Algeria,283
Alger (Algiers),Alger,Algeria,284
Algier > Alger,Alger,Algeria,285
Algiers > Alger,Alger,Algeria,286
Amguid,Tamanrasset,Algeria,287
Amsel,Tamanrasset,Algeria,288
Annaba (Bône),Annaba,Algeria,289
Aomar,Tizi Ouzou,Algeria,290
Aoulef,Adrar,Algeria,291
Arak,Tamanrasset,Algeria,292
Argel > Alger,Alger,Algeria,293
Arziw,Oran,Algeria,294
Assekaifaf,Illizi,Algeria,295
Awled Djellal,Biskra,Algeria,296
Awlef,Adrar,Algeria,297
Azazga,Tizi Ouzou,Algeria,298
Azeffoun,Tizi Ouzou,Algeria,299
Baniou,M'Sila,Algeria,300
Barika,Batna,Algeria,301
Batna,Batna,Algeria,302
Béchar,Béchar,Algeria,303
Bejaïa (Bougie),Béjaïa,Algeria,304
Bekkaria,Annaba,Algeria,305
Ben Badis,Sidi bel Abbès,Algeria,306
Béni Abbas,Béchar,Algeria,307
Beni Saf,Tlemcen,Algeria,308
Ben Mehidi,Annaba,Algeria,309
Ben Smih,Annaba,Algeria,310
Berriyyane,Ghardaïa,Algeria,311
Berrouaghia,Médéa,Algeria,312
Besbes,Annaba,Algeria,313
Beskra,Biskra,Algeria,314
Bidon Cinq > Post Maurice Cortier,Adrar,Algeria,315
Bir Chouhada,Oum el-Bouaghi,Algeria,316
Bir el Ater,Tébessa,Algeria,317
Bir Ghbalou,Bouira,Algeria,318
Biskra,Biskra,Algeria,319
Blida,Blida,Algeria,320
Bloumet,Tamanrasset,Algeria,321
Bône > Annaba,Skikda,Algeria,322
Bordj Amguid,Tamanrasset,Algeria,323
Bordj Bou Arreridj,Bordj Bou Arréridj,Algeria,324
Bordj Bounaama,Tissemsilt,Algeria,325
Bordj el Oussif,El-Oued,Algeria,326
Bordj Fly Ste Marie,Tamanrasset,Algeria,327
Bordj Menaïel,Boumerdès,Algeria,328
Bordj Omar Idriss,Illizi,Algeria,329
Bou Bernous,Adrar,Algeria,330
Bouchegouf,Annaba,Algeria,331
Boudjellil,Béjaïa,Algeria,332
Boudouaou,Boumerdès,Algeria,333
Boufarik,Blida,Algeria,334
Bougaa,Sétif,Algeria,335
Bougie > Bejaïa,Béjaïa,Algeria,336
Bougtob,Naâma,Algeria,337
Bougzoul,Médéa,Algeria,338
Bou Hadjar,Annaba,Algeria,339
Bouïra,Bouira,Algeria,340
Bou Ismaïl,Tipaza,Algeria,341
Bou Kadir,Ech-Cheliff,Algeria,342
Bou Khadra,Annaba,Algeria,343
Bou Medfaa,Aïn-Defla,Algeria,344
Bouqteb,Naâma,Algeria,345
Bou Saâda,M'Sila,Algeria,346
Bou Smail,Tipaza,Algeria,347
Bouteldja,Annaba,Algeria,348
Bou Zadjar,Aïn Témouchent,Algeria,349
Brézina,El-Bayadh,Algeria,350
Briziana,El-Bayadh,Algeria,351
Charouine,Adrar,Algeria,352
Chelghoum el Aïd,Constantine,Algeria,353
Chenachane,Adrar,Algeria,354
Cherchell,Aïn-Defla,Algeria,355
Chetaibi,Skikda,Algeria,356
Collo,Skikda,Algeria,357
Colomb-Béchar > Béchar,Béchar,Algeria,358
Constantine > Qacentina,Constantine,Algeria,359
Damous,Tipaza,Algeria,360
Delles,Boumerdès,Algeria,361
Dellys,Boumerdès,Algeria,362
Djamaa,El-Oued,Algeria,363
Djanet,Illizi,Algeria,364
Djelfa,Djelfa,Algeria,365
Djidjelli,Jijel,Algeria,366
Dome à Collenias,Illizi,Algeria,367
Draa el Mizan,Tizi Ouzou,Algeria,368
Drean,Annaba,Algeria,369
Dzioua,Ouargla,Algeria,370
Ech-Cheliff (Orléansville),Ech-Cheliff,Algeria,371
Edarene,Illizi,Algeria,372
Edjeleh,Illizi,Algeria,373
Eféri,Illizi,Algeria,374
El Abiadh Sidi Cheikh,El-Bayadh,Algeria,375
El Adeb Larache,Illizi,Algeria,376
El Affroun,Blida,Algeria,377
El Agreb,Ouargla,Algeria,378
El Aouinet,Annaba,Algeria,379
El Arba,Blida,Algeria,380
El Aricha,Tlemcen,Algeria,381
El Asnam > Ech-Cheliff,Ech-Cheliff,Algeria,382
El Bayadh,El-Bayadh,Algeria,383
El Beyyadh,El-Bayadh,Algeria,384
El Boulaïda,Blida,Algeria,385
El Djazaïr (Algiers),Alger,Algeria,386
El Djelfa,Djelfa,Algeria,387
El Eulma,Sétif,Algeria,388
El Ghazawet,Tlemcen,Algeria,389
El Goléa,Ghardaïa,Algeria,390
El Grara,Ghardaïa,Algeria,391
El Hadjar,Annaba,Algeria,392
El Idrissia,Djelfa,Algeria,393
El Kala,Annaba,Algeria,394
El Kerma,Oran,Algeria,395
El Kouif,Annaba,Algeria,396
El Kseur,Béjaïa,Algeria,397
El Malah,Aïn Témouchent,Algeria,398
El Marsa el Kebir,Oran,Algeria,399
El Meghaïer,El-Oued,Algeria,400
El Menia,Ghardaïa,Algeria,401
El Mghayyar,El-Oued,Algeria,402
El Milia,Jijel,Algeria,403
El Miliyya,Jijel,Algeria,404
El Mohammadia,Mascara,Algeria,405
El Oued,El-Oued,Algeria,406
El Qala,Annaba,Algeria,407
El Qoll,Skikda,Algeria,408
El Tarf,El-Tarf,Algeria,409
El Wad,El-Oued,Algeria,410
El Wanza,Tébessa,Algeria,411
Erg el Agreb,Ouargla,Algeria,412
Foggaret el Arab,Tamanrasset,Algeria,413
Foggaret ez-Zoua,Tamanrasset,Algeria,414
Fort Flatters > Zaouia el Kahla,Illizi,Algeria,415
Fort Gardel,Illizi,Algeria,416
Fort Lallemand,Ouargla,Algeria,417
Fort Mac Mahon,Adrar,Algeria,418
Fort Miribel,Ghardaïa,Algeria,419
Frenda,Tiaret,Algeria,420
Gdyel,Oran,Algeria,421
Ghardaïa,Ghardaïa,Algeria,422
Ghazaouet,Tlemcen,Algeria,423
Ghilizane,Relizane,Algeria,424
Gouraya,Tipaza,Algeria,425
Guelma,Guelma,Algeria,426
Guerara,Ghardaïa,Algeria,427
Guerzim,Béchar,Algeria,428
Hadjout,Tipaza,Algeria,429
Hammamet,Annaba,Algeria,430
Hassi Bel Guebbour,Illizi,Algeria,431
Hassi el Ghella,Aïn Témouchent,Algeria,432
Hassi Mameche,Mostaganem,Algeria,433
Hassi Messaoud,Ouargla,Algeria,434
Hassi R'Mel,Ghardaïa,Algeria,435
Hassi Zehana,Sidi bel Abbès,Algeria,436
Hennaya,Tlemcen,Algeria,437
Hirhafok,Tamanrasset,Algeria,438
Idelès,Tamanrasset,Algeria,439
Ifata,Illizi,Algeria,440
Ighil Izane,Relizane,Algeria,441
Igli,Béchar,Algeria,442
Ilizi,Illizi,Algeria,443
In Aménas,Illizi,Algeria,444
In Amguel,Tamanrasset,Algeria,445
In Amnas,Illizi,Algeria,446
In Belbel,Adrar,Algeria,447
In Ecker,Tamanrasset,Algeria,448
In Ezzane,Tamanrasset,Algeria,449
In Guezzam,Tamanrasset,Algeria,450
In Rhar,Adrar,Algeria,451
In Salah,Tamanrasset,Algeria,452
Jdiouia,Relizane,Algeria,453
Jijel,Jijel,Algeria,454
Kenadsa,Béchar,Algeria,455
Kerzaz,Béchar,Algeria,456
Khadra,Mostaganem,Algeria,457
Khemis,Aïn-Defla,Algeria,458
Khemis el Khechna,Blida,Algeria,459
Khemis Miliana,Aïn-Defla,Algeria,460
Khenchela,Khenchela,Algeria,461
Khenchla,Khenchela,Algeria,462
Kherrata,Béjaïa,Algeria,463
Kolea,Tipaza,Algeria,464
Ksar Chellala,Tiaret,Algeria,465
Ksar el Boukhari,Médéa,Algeria,466
Laghouat,Laghouat,Algeria,467
Lakhdaria,Tizi Ouzou,Algeria,468
L'Arbaa Naït Irathen,Tizi Ouzou,Algeria,469
La Reculée,Illizi,Algeria,470
Le Guelta,Ech-Cheliff,Algeria,471
Le Kreïder,Saïda,Algeria,472
Lemdiyya,Médéa,Algeria,473
Maghnia,Tlemcen,Algeria,474
Maghniyya,Tlemcen,Algeria,475
Mansourah,Bordj Bou Arréridj,Algeria,476
Mascara,Mascara,Algeria,477
Mazoula,Illizi,Algeria,478
M'Chedallah,Bouira,Algeria,479
M'Daourouch,Annaba,Algeria,480
Méchéria,Naâma,Algeria,481
Mechriyya,Naâma,Algeria,482
Mechroha,Annaba,Algeria,483
Médéa,Médéa,Algeria,484
Medjana,Bordj Bou Arréridj,Algeria,485
Mehdia,Tiaret,Algeria,486
Melyana,Aïn-Defla,Algeria,487
Merouana,Batna,Algeria,488
Mers el Kébir,Oran,Algeria,489
Meskiana,Oum el-Bouaghi,Algeria,490
Mestghanem,Mostaganem,Algeria,491
Metlili Chaamba,Ghardaïa,Algeria,492
Metlili ech-Chaâmba,Ghardaïa,Algeria,493
Mila,Mila,Algeria,494
Miliana,Aïn-Defla,Algeria,495
Misserghin,Oran,Algeria,496
Mohammadia,Mascara,Algeria,497
Morsott,Annaba,Algeria,498
Mostaganem,Mostaganem,Algeria,499
Mouaskar,Mostaganem,Algeria,500
M'Sila,M'Sila,Algeria,501
Nacereddine,Médéa,Algeria,502
Nechmeya,Annaba,Algeria,503
Nédroma,Tlemcen,Algeria,504
Negrine,Tébessa,Algeria,505
Ohanet,Illizi,Algeria,506
Oran (Ouahran),Oran,Algeria,507
Orléansville > Ech-Cheliff,Ech-Cheliff,Algeria,508
Ouahran > Oran,Oran,Algeria,509
Ouallene,Adrar,Algeria,510
Ouan Taredert,Illizi,Algeria,511
Ouargla,Ouargla,Algeria,512
Oued Athmenia,Constantine,Algeria,513
Oued Cheham,Annaba,Algeria,514
Oued Fodda,Aïn-Defla,Algeria,515
Oued Rhiou,Relizane,Algeria,516
Oued Tlélat,Oran,Algeria,517
Ouenza,Tébessa,Algeria,518
Ouled Agla,Bordj Bou Arréridj,Algeria,519
Ouled Djellal,Biskra,Algeria,520
Philippeville > Skikda,Skikda,Algeria,521
Poste Weygand,Adrar,Algeria,522
Post Maurice Cortier (Bidon Cinq),Adrar,Algeria,523
Qacentina (Constantine),Constantine,Algeria,524
Qasr el-Boukhari,Médéa,Algeria,525
Qnadsa,Béchar,Algeria,526
Rahouia,Tiaret,Algeria,527
Râs el Aïoun,Annaba,Algeria,528
Râs el Ma,Sidi bel Abbès,Algeria,529
Râs el Oued,Bordj Bou Arréridj,Algeria,530
Reggane,Adrar,Algeria,531
Remchi,Tlemcen,Algeria,532
Rhourde-El-Baguel,Ouargla,Algeria,533
Rouiba,Alger,Algeria,534
Saïda,Saïda,Algeria,535
Sali,Adrar,Algeria,536
Sba,Adrar,Algeria,537
Sedrata,Annaba,Algeria,538
Seraidi,Annaba,Algeria,539
Sétif,Sétif,Algeria,540
Sfizef,Sidi bel Abbès,Algeria,541
Sidi Aïch,Béjaïa,Algeria,542
Sidi Aïssa,Bouira,Algeria,543
Sidi Akacha,Ech-Cheliff,Algeria,544
Sidi Ali,Mostaganem,Algeria,545
Sidi bel Abbès,Sidi bel Abbès,Algeria,546
Sidi Mohammed Ben Ali,Relizane,Algeria,547
Sidi Okba,Biskra,Algeria,548
Sig,Mascara,Algeria,549
Silet,Tamanrasset,Algeria,550
Skikda (Philippeville),Skikda,Algeria,551
Souguer,Tiaret,Algeria,552
Sougueur,Tiaret,Algeria,553
Souk Ahras,Souk Ahras,Algeria,554
Souq Ahras,Annaba,Algeria,555
Sour el Ghozlane,Bouira,Algeria,556
Stif,Sétif,Algeria,557
Stile,El-Oued,Algeria,558
Still,El-Oued,Algeria,559
Tabelbala,Béchar,Algeria,560
Tablat,Médéa,Algeria,561
Tadjemout,Tamanrasset,Algeria,562
Tadjenanet,Mila,Algeria,563
Tagdempt > Tiaret,Tiaret,Algeria,564
Taghit,Béchar,Algeria,565
Tahart,Tamanrasset,Algeria,566
Tahifet,Tamanrasset,Algeria,567
Tamadjert,Illizi,Algeria,568
Tamanrasset,Tamanrasset,Algeria,569
Tamenghest,Tamanrasset,Algeria,570
Tan Emellel,Illizi,Algeria,571
Tan Kena,Illizi,Algeria,572
Taougrite,Ech-Cheliff,Algeria,573
Taoura,Annaba,Algeria,574
Tarat,Illizi,Algeria,575
Tarhaouaout,Tamanrasset,Algeria,576
Tarhit,Béchar,Algeria,577
Tazoult-Lambese,Batna,Algeria,578
Tazrouk,Tamanrasset,Algeria,579
Tbessa,Tébessa,Algeria,580
Tébessa,Tébessa,Algeria,581
Télagh,Sidi bel Abbès,Algeria,582
Telergma,Constantine,Algeria,583
Ténès,Ech-Cheliff,Algeria,584
Teniet el Had,Tissemsilt,Algeria,585
Thenia,Boumerdès,Algeria,586
Theniet el Hadd,Tissemsilt,Algeria,587
Tiaret,Tiaret,Algeria,588
Tidjenaouine,Tamanrasset,Algeria,589
Tif,Adrar,Algeria,590
Tighennif,Mascara,Algeria,591
Tiguentourine,Illizi,Algeria,592
Tigzirt,Tizi Ouzou,Algeria,593
Tihert,Tiaret,Algeria,594
Tilimsen,Tlemcen,Algeria,595
Tilrhemt,Laghouat,Algeria,596
Timellouline,Illizi,Algeria,597
Timimoun,Adrar,Algeria,598
Timmoudi,Adrar,Algeria,599
Timoudi,Adrar,Algeria,600
Tindouf,Tindouf,Algeria,601
Ti-n-Zaouâtene,Adrar,Algeria,602
Tin Zaouatene,Adrar,Algeria,603
Tipasa,Tipaza,Algeria,604
Tissemsilt,Tissemsilt,Algeria,605
Tit,Adrar,Algeria,606
Tit,Tamanrasset,Algeria,607
Titaf,Adrar,Algeria,608
Tizi-Ouzou,Tizi Ouzou,Algeria,609
Tizzeine,Illizi,Algeria,610
Tlemcen,Tlemcen,Algeria,611
Tletat ed-Douaïr,Médéa,Algeria,612
Tolga,Biskra,Algeria,613
Touggourt,Ouargla,Algeria,614
Toustain,El-Tarf,Algeria,615
Wahran > Oran,Oran,Algeria,616
Wargla,Ouargla,Algeria,617
Zahana,Oran,Algeria,618
Zaouia el Kahla (Fort Flatters),Illizi,Algeria,619
Zarzaïtine,Illizi,Algeria,620
Zemmora,Relizane,Algeria,621
Zeralda,Alger,Algeria,622
Ziama Mansouria,Jijel,Algeria,623
Andorra,,Andorra,624
Ordino,,Andorra,625
Sant Julià de Lòria,,Andorra,626
Aguema,Moxico,Angola,627
Alto Cauale,Uíge,Angola,628
Alto Chicapa,Lunda Sul,Angola,629
Alto Cuito,Moxico,Angola,630
Alto-Uama,Huambo,Angola,631
Amboíva,Kwanza Sul,Angola,632
Ambriz,Bengo,Angola,633
Ambrizete,Zaire,Angola,634
Andulo,Bié,Angola,635
Artur de Paiva,Huíla,Angola,636
Baía dos Tigres,Namibe,Angola,637
Baía Farta,Benguela,Angola,638
Bailundo,Huambo,Angola,639
Baixo Longa,Kuando-Kubango,Angola,640
Balombo,Benguela,Angola,641
Bando,Kuando-Kubango,Angola,642
Barra do Cuanza,Luanda,Angola,643
Barra do Dande,Bengo,Angola,644
Bela Vista,Cunene,Angola,645
Bela Vista,Luanda,Angola,646
Bembe,Uíge,Angola,647
Benguela,Benguela,Angola,648
Benza,Zaire,Angola,649
Bessa Monteiro,Zaire,Angola,650
Béú,Uíge,Angola,651
Bibala,Namibe,Angola,652
Bimbe,Huambo,Angola,653
Bom Jesus,Bengo,Angola,654
Bongo,Lunda Norte,Angola,655
Botera,Kwanza Sul,Angola,656
Branco,Moxico,Angola,657
Brito Godins,Malange,Angola,658
Buco Zau,Cabinda,Angola,659
Buela,Zaire,Angola,660
Bula Atumba,Kwanza Norte,Angola,661
Bungo,Uíge,Angola,662
Buto,Huíla,Angola,663
Caála,Huambo,Angola,664
Cabinda,Cabinda,Angola,665
Cabiri,Bengo,Angola,666
Cabo Ledo,Bengo,Angola,667
Cabulo,Malange,Angola,668
