America/St_Johns,-3.5,1,CA,181
America/St_Kitts,-4,0,KN,182
America/St_Lucia,-4,0,LC,183
America/St_Thomas,-4,0,VI,184
America/St_Vincent,-4,0,VC,185
America/Swift_Current,-6,0,CA,186
America/Tegucigalpa,-6,0,HN,187
America/Thule,-4,1,GL,188
America/Thunder_Bay,-5,1,CA,189
America/Tijuana,-8,1,MX,190
America/Toronto,-5,1,CA,191
America/Tortola,-4,0,VG,192
America/Vancouver,-8,1,CA,193
America/Whitehorse,-8,1,CA,194
America/Winnipeg,-6,1,CA,195
America/Yakutat,-9,1,US,196
America/Yellowknife,-7,1,CA,197
Antarctica/Casey,8,0,AQ,198
Antarctica/Davis,7,0,AQ,199
Antarctica/DumontDUrville,10,0,AQ,200
Antarctica/Macquarie,11,0,AU,201
Antarctica/Mawson,5,0,AQ,202
Antarctica/McMurdo,13,-1,AQ,203
Antarctica/Palmer,-3,0,AQ,204
Antarctica/Rothera,-3,0,AQ,205
Antarctica/Syowa,3,0,AQ,206
Antarctica/Troll,0,2,AQ,207
Antarctica/Vostok,6,0,AQ,208
Arctic/Longyearbyen,1,1,SJ,209
Asia/Aden,3,0,YE,210
Asia/Almaty,6,0,KZ,211
Asia/Amman,2,1,JO,212
Asia/Anadyr,12,0,RU,213
Asia/Aqtau,5,0,KZ,214
Asia/Aqtobe,5,0,KZ,215
Asia/Ashgabat,5,0,TM,216
Asia/Baghdad,3,0,IQ,217
Asia/Bahrain,3,0,BH,218
Asia/Baku,4,1,AZ,219
Asia/Bangkok,7,0,TH,220
Asia/Beirut,2,1,LB,221
Asia/Bishkek,6,0,KG,222
Asia/Brunei,8,0,BN,223
Asia/Chita,8,0,RU,224
Asia/Choibalsan,8,0,MN,225
Asia/Colombo,5.5,0,LK,226
Asia/Damascus,2,1,SY,227
Asia/Dhaka,6,0,BD,228
Asia/Dili,9,0,TL,229
Asia/Dubai,4,0,AE,230
Asia/Dushanbe,5,0,TJ,231
Asia/Gaza,2,1,PS,232
Asia/Hebron,2,1,PS,233
Asia/Ho_Chi_Minh,7,0,VN,234
Asia/Hong_Kong,8,0,HK,235
Asia/Hovd,7,0,MN,236
Asia/Irkutsk,8,0,RU,237
Asia/Jakarta,7,0,ID,238
Asia/Jayapura,9,0,ID,239
Asia/Jerusalem,2,1,IL,240
Asia/Kabul,4.5,0,AF,241
Asia/Kamchatka,12,0,RU,242
Asia/Karachi,5,0,PK,243
Asia/Kathmandu,5.75,0,NP,244
Asia/Khandyga,9,0,RU,245
Asia/Kolkata,5.5,0,IN,246
Asia/Krasnoyarsk,7,0,RU,247
Asia/Kuala_Lumpur,8,0,MY,248
Asia/Kuching,8,0,MY,249
Asia/Kuwait,3,0,KW,250
Asia/Macau,8,0,MO,251
Asia/Magadan,10,0,RU,252
Asia/Makassar,8,0,ID,253
Asia/Manila,8,0,PH,254
Asia/Muscat,4,0,OM,255
Asia/Nicosia,2,1,CY,256
Asia/Novokuznetsk,7,0,RU,257
Asia/Novosibirsk,6,0,RU,258
Asia/Omsk,6,0,RU,259
Asia/Oral,5,0,KZ,260
Asia/Phnom_Penh,7,0,KH,261
Asia/Pontianak,7,0,ID,262
Asia/Pyongyang,9,0,KP,263
Asia/Qatar,3,0,QA,264
Asia/Qyzylorda,6,0,KZ,265
Asia/Rangoon,6.5,0,MM,266
Asia/Riyadh,3,0,SA,267
Asia/Sakhalin,10,0,RU,268
Asia/Samarkand,5,0,UZ,269
Asia/Seoul,9,0,KR,270
Asia/Shanghai,8,0,CN,271
Asia/Singapore,8,0,SG,272
Asia/Srednekolymsk,11,0,RU,273
Asia/Taipei,8,0,TW,274
Asia/Tashkent,5,0,UZ,275
Asia/Tbilisi,4,0,GE,276
Asia/Tehran,3.5,1,IR,277
Asia/Thimphu,6,0,BT,278
Asia/Tokyo,9,0,JP,279
Asia/Ulaanbaatar,8,0,MN,280
Asia/Urumqi,6,0,CN,281
Asia/Ust-Nera,10,0,RU,282
Asia/Vientiane,7,0,LA,283
Asia/Vladivostok,10,0,RU,284
Asia/Yakutsk,9,0,RU,285
Asia/Yekaterinburg,5,0,RU,286
Asia/Yerevan,4,0,AM,287
Atlantic/Azores,-1,1,PT,288
Atlantic/Bermuda,-4,1,BM,289
Atlantic/Canary,0,1,ES,290
Atlantic/Cape_Verde,-1,0,CV,291
Atlantic/Faroe,0,1,FO,292
Atlantic/Madeira,0,1,PT,293
Atlantic/Reykjavik,0,0,IS,294
Atlantic/South_Georgia,-2,0,GS,295
Atlantic/St_Helena,0,0,SH,296
Atlantic/Stanley,-3,0,FK,297
Australia/Adelaide,10.5,-1,AU,298
Australia/Brisbane,10,0,AU,299
Australia/Broken_Hill,10.5,-1,AU,300
Australia/Currie,11,-1,AU,301
Australia/Darwin,9.5,0,AU,302
Australia/Eucla,8.75,0,AU,303
Australia/Hobart,11,-1,AU,304
Australia/Lindeman,10,0,AU,305
Australia/Lord_Howe,11,-0.5,AU,306
Australia/Melbourne,11,-1,AU,307
Australia/Perth,8,0,AU,308
Australia/Sydney,11,-1,AU,309
Europe/Amsterdam,1,1,NL,310
Europe/Andorra,1,1,AD,311
Europe/Athens,2,1,GR,312
Europe/Belgrade,1,1,RS,313
Europe/Berlin,1,1,DE,314
Europe/Bratislava,1,1,SK,315
Europe/Brussels,1,1,BE,316
Europe/Bucharest,2,1,RO,317
Europe/Budapest,1,1,HU,318
Europe/Busingen,1,1,DE,319
Europe/Chisinau,2,1,MD,320
Europe/Copenhagen,1,1,DK,321
Europe/Dublin,0,1,IE,322
Europe/Gibraltar,1,1,GI,323
Europe/Guernsey,0,1,GG,324
Europe/Helsinki,2,1,FI,325
Europe/Isle_of_Man,0,1,IM,326
Europe/Istanbul,2,1,TR,327
Europe/Jersey,0,1,JE,328
Europe/Kaliningrad,2,0,RU,329
Europe/Kiev,2,1,UA,330
Europe/Lisbon,0,1,PT,331
Europe/Ljubljana,1,1,SI,332
Europe/London,0,1,GB,333
Europe/Luxembourg,1,1,LU,334
Europe/Madrid,1,1,ES,335
Europe/Malta,1,1,MT,336
Europe/Mariehamn,2,1,AX,337
Europe/Minsk,3,0,BY,338
Europe/Monaco,1,1,MC,339
Europe/Moscow,3,0,RU,340
Europe/Oslo,1,1,NO,341
Europe/Paris,1,1,FR,342
Europe/Podgorica,1,1,ME,343
Europe/Prague,1,1,CZ,344
Europe/Riga,2,1,LV,345
Europe/Rome,1,1,IT,346
Europe/Samara,4,0,RU,347
Europe/San_Marino,1,1,SM,348
Europe/Sarajevo,1,1,BA,349
Europe/Simferopol,3,0,RU,350
Europe/Skopje,1,1,MK,351
Europe/Sofia,2,1,BG,352
Europe/Stockholm,1,1,SE,353
Europe/Tallinn,2,1,EE,354
Europe/Tirane,1,1,AL,355
Europe/Uzhgorod,2,1,UA,356
Europe/Vaduz,1,1,LI,357
Europe/Vatican,1,1,VA,358
Europe/Vienna,1,1,AT,359
Europe/Vilnius,2,1,LT,360
Europe/Volgograd,3,0,RU,361
Europe/Warsaw,1,1,PL,362
Europe/Zagreb,1,1,HR,363
Europe/Zaporozhye,2,1,UA,364
Europe/Zurich,1,1,CH,365
Indian/Antananarivo,3,0,MG,366
Indian/Chagos,6,0,IO,367
Indian/Christmas,7,0,CX,368
Indian/Cocos,6.5,0,CC,369
Indian/Comoro,3,0,KM,370
Indian/Kerguelen,5,0,TF,371
Indian/Mahe,4,0,SC,372
Indian/Maldives,5,0,MV,373
Indian/Mauritius,4,0,MU,374
Indian/Mayotte,3,0,YT,375
Indian/Reunion,4,0,RE,376
Pacific/Apia,14,-1,WS,377
Pacific/Auckland,13,-1,NZ,378
Pacific/Bougainville,11,0,PG,379
Pacific/Chatham,13.75,-1,NZ,380
Pacific/Chuuk,10,0,FM,381
Pacific/Easter,-5,0,CL,382
Pacific/Efate,11,0,VU,383
Pacific/Enderbury,13,0,KI,384
Pacific/Fakaofo,13,0,TK,385
Pacific/Fiji,13,-1,FJ,386
Pacific/Funafuti,12,0,TV,387
Pacific/Galapagos,-6,0,EC,388
Pacific/Gambier,-9,0,PF,389
Pacific/Guadalcanal,11,0,SB,390
Pacific/Guam,10,0,GU,391
Pacific/Honolulu,-10,0,US,392
Pacific/Johnston,-10,0,UM,393
Pacific/Kiritimati,14,0,KI,394
Pacific/Kosrae,11,0,FM,395
Pacific/Kwajalein,12,0,MH,396
Pacific/Majuro,12,0,MH,397
Pacific/Marquesas,-9.5,0,PF,398
Pacific/Midway,-11,0,UM,399
Pacific/Nauru,12,0,NR,400
Pacific/Niue,-11,0,NU,401
Pacific/Norfolk,11.5,0,NF,402
Pacific/Noumea,11,0,NC,403
Pacific/Pago_Pago,-11,0,AS,404
Pacific/Palau,9,0,PW,405
Pacific/Pitcairn,-8,0,PN,406
Pacific/Pohnpei,11,0,FM,407
Pacific/Port_Moresby,10,0,PG,408
Pacific/Rarotonga,-10,0,CK,409
Pacific/Saipan,10,0,MP,410
Pacific/Tahiti,-10,0,PF,411
Pacific/Tarawa,12,0,KI,412
Pacific/Tongatapu,13,0,TO,413
Pacific/Wake,12,0,UM,414
Pacific/Wallis,12,0,WF,415
